"period","zone","age","measure","value"
"2004-2006","S01002304","19 And Under","Ratio",0
"2005-2007","S01002304","19 And Under","Ratio",0
"2006-2008","S01002304","19 And Under","Ratio",0
"2007-2009","S01002304","19 And Under","Ratio",0
"2008-2010","S01002304","19 And Under","Ratio",0
"2009-2011","S01002304","19 And Under","Ratio",0
"2010-2012","S01002304","19 And Under","Ratio",0
"2000-2002","S01002304","19 And Under","Ratio","5.56"
"2011-2013","S01002304","19 And Under","Ratio",0
"2003-2005","S01002304","35 And Over","Ratio","27.27"
"2008-2010","S01002304","35 And Over","Ratio","27.42"
"2009-2011","S01002304","35 And Over","Ratio","34.38"
"2002-2004","S01002304","35 And Over","Ratio","33.33"
"2000-2002","S01002304","35 And Over","Ratio","27.78"
"2004-2006","S01002304","35 And Over","Ratio","7.14"
"2005-2007","S01002304","35 And Over","Ratio","10.53"
"2001-2003","S01002304","35 And Over","Ratio","27.78"
"2006-2008","S01002304","35 And Over","Ratio","12.9"
"2007-2009","S01002304","35 And Over","Ratio",22
"2011-2013","S01002304","35 And Over","Ratio","39.47"
"2010-2012","S01002304","35 And Over","Ratio","40.38"
"2008-2010","S01002305","35 And Over","Count",3
"2003-2005","S01002305","All","Count",6
"2000-2002","S01002305","35 And Over","Count",2
"2001-2003","S01002305","19 And Under","Count",2
"2007-2009","S01002305","All","Count",20
"2002-2004","S01002305","19 And Under","Count",1
"2009-2011","S01002305","35 And Over","Count",4
"2011-2013","S01002305","35 And Over","Count",4
"2001-2003","S01002305","All","Count",17
"2003-2005","S01002305","19 And Under","Count",0
"2006-2008","S01002305","All","Count",19
"2004-2006","S01002305","19 And Under","Count",1
"2005-2007","S01002305","35 And Over","Count",0
"2002-2004","S01002305","35 And Over","Count",3
"2006-2008","S01002305","35 And Over","Count",0
"2004-2006","S01002305","35 And Over","Count",1
"2005-2007","S01002305","19 And Under","Count",3
"2010-2012","S01002305","35 And Over","Count",3
"2003-2005","S01002305","35 And Over","Count",2
"2004-2006","S01002305","All","Count",10
"2006-2008","S01002305","19 And Under","Count",5
"2011-2013","S01002305","All","Count",9
"2007-2009","S01002305","35 And Over","Count",1
"2001-2003","S01002305","35 And Over","Count",2
"2005-2007","S01002305","All","Count",13
"2007-2009","S01002305","19 And Under","Count",6
"2008-2010","S01002305","19 And Under","Count",4
"2010-2012","S01002305","All","Count",11
"2009-2011","S01002305","19 And Under","Count",2
"2002-2004","S01002305","All","Count",15
"2009-2011","S01002305","All","Count",16
"2010-2012","S01002305","19 And Under","Count",0
"2000-2002","S01002305","19 And Under","Count",3
"2000-2002","S01002305","All","Count",23
"2011-2013","S01002305","19 And Under","Count",0
"2008-2010","S01002305","All","Count",20
"2001-2003","S01002305","19 And Under","Ratio","11.76"
"2002-2004","S01002305","19 And Under","Ratio","6.67"
"2003-2005","S01002305","19 And Under","Ratio",0
"2004-2006","S01002305","19 And Under","Ratio",10
"2005-2007","S01002305","19 And Under","Ratio","23.08"
"2006-2008","S01002305","19 And Under","Ratio","26.32"
"2007-2009","S01002305","19 And Under","Ratio",30
"2008-2010","S01002305","19 And Under","Ratio",20
"2009-2011","S01002305","19 And Under","Ratio","12.5"
"2010-2012","S01002305","19 And Under","Ratio",0
"2000-2002","S01002305","19 And Under","Ratio","13.04"
"2011-2013","S01002305","19 And Under","Ratio",0
"2003-2005","S01002305","35 And Over","Ratio","33.33"
"2008-2010","S01002305","35 And Over","Ratio",15
"2009-2011","S01002305","35 And Over","Ratio",25
"2002-2004","S01002305","35 And Over","Ratio",20
"2000-2002","S01002305","35 And Over","Ratio","8.7"
"2004-2006","S01002305","35 And Over","Ratio",10
"2005-2007","S01002305","35 And Over","Ratio",0
"2001-2003","S01002305","35 And Over","Ratio","11.76"
"2006-2008","S01002305","35 And Over","Ratio",0
"2007-2009","S01002305","35 And Over","Ratio",5
"2011-2013","S01002305","35 And Over","Ratio","44.44"
"2010-2012","S01002305","35 And Over","Ratio","27.27"
"2008-2010","S01002306","35 And Over","Count",8
"2003-2005","S01002306","All","Count",9
"2000-2002","S01002306","35 And Over","Count",0
"2001-2003","S01002306","19 And Under","Count",3
"2007-2009","S01002306","All","Count",17
"2002-2004","S01002306","19 And Under","Count",3
"2009-2011","S01002306","35 And Over","Count",7
"2011-2013","S01002306","35 And Over","Count",1
"2001-2003","S01002306","All","Count",15
"2003-2005","S01002306","19 And Under","Count",4
"2006-2008","S01002306","All","Count",14
"2004-2006","S01002306","19 And Under","Count",4
"2005-2007","S01002306","35 And Over","Count",1
"2002-2004","S01002306","35 And Over","Count",1
"2006-2008","S01002306","35 And Over","Count",2
"2004-2006","S01002306","35 And Over","Count",2
"2005-2007","S01002306","19 And Under","Count",4
"2010-2012","S01002306","35 And Over","Count",6
"2003-2005","S01002306","35 And Over","Count",2
"2004-2006","S01002306","All","Count",11
"2006-2008","S01002306","19 And Under","Count",2
"2011-2013","S01002306","All","Count",12
"2007-2009","S01002306","35 And Over","Count",3
"2001-2003","S01002306","35 And Over","Count",0
"2005-2007","S01002306","All","Count",10
"2007-2009","S01002306","19 And Under","Count",3
"2008-2010","S01002306","19 And Under","Count",3
"2010-2012","S01002306","All","Count",22
"2009-2011","S01002306","19 And Under","Count",4
"2002-2004","S01002306","All","Count",12
"2009-2011","S01002306","All","Count",22
"2010-2012","S01002306","19 And Under","Count",4
"2000-2002","S01002306","19 And Under","Count",8
"2000-2002","S01002306","All","Count",24
"2011-2013","S01002306","19 And Under","Count",2
"2008-2010","S01002306","All","Count",25
"2001-2003","S01002306","19 And Under","Ratio",20
"2002-2004","S01002306","19 And Under","Ratio",25
"2003-2005","S01002306","19 And Under","Ratio","44.44"
"2004-2006","S01002306","19 And Under","Ratio","36.36"
"2005-2007","S01002306","19 And Under","Ratio",40
"2006-2008","S01002306","19 And Under","Ratio","14.29"
"2007-2009","S01002306","19 And Under","Ratio","17.65"
"2008-2010","S01002306","19 And Under","Ratio",12
"2009-2011","S01002306","19 And Under","Ratio","18.18"
"2010-2012","S01002306","19 And Under","Ratio","18.18"
"2000-2002","S01002306","19 And Under","Ratio","33.33"
"2011-2013","S01002306","19 And Under","Ratio","16.67"
"2003-2005","S01002306","35 And Over","Ratio","22.22"
"2008-2010","S01002306","35 And Over","Ratio",32
"2009-2011","S01002306","35 And Over","Ratio","31.82"
"2002-2004","S01002306","35 And Over","Ratio","8.33"
"2000-2002","S01002306","35 And Over","Ratio",0
"2004-2006","S01002306","35 And Over","Ratio","18.18"
"2005-2007","S01002306","35 And Over","Ratio",10
"2001-2003","S01002306","35 And Over","Ratio",0
"2006-2008","S01002306","35 And Over","Ratio","14.29"
"2007-2009","S01002306","35 And Over","Ratio","17.65"
"2011-2013","S01002306","35 And Over","Ratio","8.33"
"2010-2012","S01002306","35 And Over","Ratio","27.27"
"2008-2010","S01002307","35 And Over","Count",10
"2003-2005","S01002307","All","Count",16
"2000-2002","S01002307","35 And Over","Count",1
"2001-2003","S01002307","19 And Under","Count",2
"2007-2009","S01002307","All","Count",46
"2002-2004","S01002307","19 And Under","Count",1
"2009-2011","S01002307","35 And Over","Count",12
"2011-2013","S01002307","35 And Over","Count",11
"2001-2003","S01002307","All","Count",17
"2003-2005","S01002307","19 And Under","Count",1
"2006-2008","S01002307","All","Count",40
"2004-2006","S01002307","19 And Under","Count",1
"2005-2007","S01002307","35 And Over","Count",6
"2002-2004","S01002307","35 And Over","Count",1
"2006-2008","S01002307","35 And Over","Count",6
"2004-2006","S01002307","35 And Over","Count",3
"2005-2007","S01002307","19 And Under","Count",1
"2010-2012","S01002307","35 And Over","Count",14
"2003-2005","S01002307","35 And Over","Count",2
"2004-2006","S01002307","All","Count",20
"2006-2008","S01002307","19 And Under","Count",0
"2011-2013","S01002307","All","Count",24
"2007-2009","S01002307","35 And Over","Count",7
"2001-2003","S01002307","35 And Over","Count",2
"2005-2007","S01002307","All","Count",33
"2007-2009","S01002307","19 And Under","Count",0
"2008-2010","S01002307","19 And Under","Count",0
"2010-2012","S01002307","All","Count",33
"2009-2011","S01002307","19 And Under","Count",0
"2002-2004","S01002307","All","Count",15
"2009-2011","S01002307","All","Count",40
"2010-2012","S01002307","19 And Under","Count",0
"2000-2002","S01002307","19 And Under","Count",4
"2000-2002","S01002307","All","Count",22
"2011-2013","S01002307","19 And Under","Count",0
"2008-2010","S01002307","All","Count",45
"2001-2003","S01002307","19 And Under","Ratio","11.76"
"2002-2004","S01002307","19 And Under","Ratio","6.67"
"2003-2005","S01002307","19 And Under","Ratio","6.25"
"2004-2006","S01002307","19 And Under","Ratio",5
"2005-2007","S01002307","19 And Under","Ratio","3.03"
"2006-2008","S01002307","19 And Under","Ratio",0
"2007-2009","S01002307","19 And Under","Ratio",0
"2008-2010","S01002307","19 And Under","Ratio",0
"2009-2011","S01002307","19 And Under","Ratio",0
"2010-2012","S01002307","19 And Under","Ratio",0
"2000-2002","S01002307","19 And Under","Ratio","18.18"
"2011-2013","S01002307","19 And Under","Ratio",0
"2003-2005","S01002307","35 And Over","Ratio","12.5"
"2008-2010","S01002307","35 And Over","Ratio","22.22"
"2009-2011","S01002307","35 And Over","Ratio",30
"2002-2004","S01002307","35 And Over","Ratio","6.67"
"2000-2002","S01002307","35 And Over","Ratio","4.55"
"2004-2006","S01002307","35 And Over","Ratio",15
"2005-2007","S01002307","35 And Over","Ratio","18.18"
"2001-2003","S01002307","35 And Over","Ratio","11.76"
"2006-2008","S01002307","35 And Over","Ratio",15
"2007-2009","S01002307","35 And Over","Ratio","15.22"
"2011-2013","S01002307","35 And Over","Ratio","45.83"
"2010-2012","S01002307","35 And Over","Ratio","42.42"
"2008-2010","S01002308","35 And Over","Count",4
"2003-2005","S01002308","All","Count",22
"2000-2002","S01002308","35 And Over","Count",2
"2001-2003","S01002308","19 And Under","Count",0
"2007-2009","S01002308","All","Count",18
"2002-2004","S01002308","19 And Under","Count",1
"2009-2011","S01002308","35 And Over","Count",4
"2011-2013","S01002308","35 And Over","Count",5
"2001-2003","S01002308","All","Count",12
"2003-2005","S01002308","19 And Under","Count",1
"2006-2008","S01002308","All","Count",14
"2004-2006","S01002308","19 And Under","Count",1
"2005-2007","S01002308","35 And Over","Count",3
"2002-2004","S01002308","35 And Over","Count",2
"2006-2008","S01002308","35 And Over","Count",1
"2004-2006","S01002308","35 And Over","Count",3
"2005-2007","S01002308","19 And Under","Count",1
"2010-2012","S01002308","35 And Over","Count",6
"2003-2005","S01002308","35 And Over","Count",5
"2004-2006","S01002308","All","Count",21
"2006-2008","S01002308","19 And Under","Count",1
"2011-2013","S01002308","All","Count",9
"2007-2009","S01002308","35 And Over","Count",2
"2001-2003","S01002308","35 And Over","Count",3
"2005-2007","S01002308","All","Count",19
"2007-2009","S01002308","19 And Under","Count",2
"2008-2010","S01002308","19 And Under","Count",1
"2010-2012","S01002308","All","Count",13
"2009-2011","S01002308","19 And Under","Count",1
"2002-2004","S01002308","All","Count",14
"2009-2011","S01002308","All","Count",16
"2010-2012","S01002308","19 And Under","Count",1
"2000-2002","S01002308","19 And Under","Count",0
"2000-2002","S01002308","All","Count",15
"2011-2013","S01002308","19 And Under","Count",1
"2008-2010","S01002308","All","Count",19
"2001-2003","S01002308","19 And Under","Ratio",0
"2002-2004","S01002308","19 And Under","Ratio","7.14"
"2003-2005","S01002308","19 And Under","Ratio","4.55"
"2004-2006","S01002308","19 And Under","Ratio","4.76"
"2005-2007","S01002308","19 And Under","Ratio","5.26"
"2006-2008","S01002308","19 And Under","Ratio","7.14"
"2007-2009","S01002308","19 And Under","Ratio","11.11"
"2008-2010","S01002308","19 And Under","Ratio","5.26"
"2009-2011","S01002308","19 And Under","Ratio","6.25"
"2010-2012","S01002308","19 And Under","Ratio","7.69"
"2000-2002","S01002308","19 And Under","Ratio",0
"2011-2013","S01002308","19 And Under","Ratio","11.11"
"2003-2005","S01002308","35 And Over","Ratio","22.73"
"2008-2010","S01002308","35 And Over","Ratio","21.05"
"2009-2011","S01002308","35 And Over","Ratio",25
"2002-2004","S01002308","35 And Over","Ratio","14.29"
"2000-2002","S01002308","35 And Over","Ratio","13.33"
"2004-2006","S01002308","35 And Over","Ratio","14.29"
"2005-2007","S01002308","35 And Over","Ratio","15.79"
"2001-2003","S01002308","35 And Over","Ratio",25
"2006-2008","S01002308","35 And Over","Ratio","7.14"
"2007-2009","S01002308","35 And Over","Ratio","11.11"
"2011-2013","S01002308","35 And Over","Ratio","55.56"
"2010-2012","S01002308","35 And Over","Ratio","46.15"
"2008-2010","S01002309","35 And Over","Count",2
"2003-2005","S01002309","All","Count",13
"2000-2002","S01002309","35 And Over","Count",0
"2001-2003","S01002309","19 And Under","Count",5
"2007-2009","S01002309","All","Count",17
"2002-2004","S01002309","19 And Under","Count",4
"2009-2011","S01002309","35 And Over","Count",2
"2011-2013","S01002309","35 And Over","Count",1
"2001-2003","S01002309","All","Count",12
"2003-2005","S01002309","19 And Under","Count",4
"2006-2008","S01002309","All","Count",9
"2004-2006","S01002309","19 And Under","Count",3
"2005-2007","S01002309","35 And Over","Count",1
"2002-2004","S01002309","35 And Over","Count",0
"2006-2008","S01002309","35 And Over","Count",1
"2004-2006","S01002309","35 And Over","Count",0
"2005-2007","S01002309","19 And Under","Count",3
"2010-2012","S01002309","35 And Over","Count",2
"2003-2005","S01002309","35 And Over","Count",0
"2004-2006","S01002309","All","Count",11
"2006-2008","S01002309","19 And Under","Count",0
"2011-2013","S01002309","All","Count",18
"2007-2009","S01002309","35 And Over","Count",2
"2001-2003","S01002309","35 And Over","Count",0
"2005-2007","S01002309","All","Count",10
"2007-2009","S01002309","19 And Under","Count",1
"2008-2010","S01002309","19 And Under","Count",2
"2010-2012","S01002309","All","Count",21
"2009-2011","S01002309","19 And Under","Count",5
"2002-2004","S01002309","All","Count",10
"2009-2011","S01002309","All","Count",23
"2010-2012","S01002309","19 And Under","Count",5
"2000-2002","S01002309","19 And Under","Count",6
"2000-2002","S01002309","All","Count",14
"2011-2013","S01002309","19 And Under","Count",4
"2008-2010","S01002309","All","Count",19
"2001-2003","S01002309","19 And Under","Ratio","41.67"
"2002-2004","S01002309","19 And Under","Ratio",40
"2003-2005","S01002309","19 And Under","Ratio","30.77"
"2004-2006","S01002309","19 And Under","Ratio","27.27"
"2005-2007","S01002309","19 And Under","Ratio",30
"2006-2008","S01002309","19 And Under","Ratio",0
"2007-2009","S01002309","19 And Under","Ratio","5.88"
"2008-2010","S01002309","19 And Under","Ratio","10.53"
"2009-2011","S01002309","19 And Under","Ratio","21.74"
"2010-2012","S01002309","19 And Under","Ratio","23.81"
"2000-2002","S01002309","19 And Under","Ratio","42.86"
"2011-2013","S01002309","19 And Under","Ratio","22.22"
"2003-2005","S01002309","35 And Over","Ratio",0
"2008-2010","S01002309","35 And Over","Ratio","10.53"
"2009-2011","S01002309","35 And Over","Ratio","8.7"
"2002-2004","S01002309","35 And Over","Ratio",0
"2000-2002","S01002309","35 And Over","Ratio",0
"2004-2006","S01002309","35 And Over","Ratio",0
"2005-2007","S01002309","35 And Over","Ratio",10
"2001-2003","S01002309","35 And Over","Ratio",0
"2006-2008","S01002309","35 And Over","Ratio","11.11"
"2007-2009","S01002309","35 And Over","Ratio","11.76"
"2011-2013","S01002309","35 And Over","Ratio","5.56"
"2010-2012","S01002309","35 And Over","Ratio","9.52"
"2008-2010","S01002310","35 And Over","Count",4
"2003-2005","S01002310","All","Count",4
"2000-2002","S01002310","35 And Over","Count",0
"2001-2003","S01002310","19 And Under","Count",3
"2007-2009","S01002310","All","Count",23
"2002-2004","S01002310","19 And Under","Count",2
"2009-2011","S01002310","35 And Over","Count",3
"2011-2013","S01002310","35 And Over","Count",1
"2001-2003","S01002310","All","Count",10
"2003-2005","S01002310","19 And Under","Count",0
"2006-2008","S01002310","All","Count",18
"2004-2006","S01002310","19 And Under","Count",0
"2005-2007","S01002310","35 And Over","Count",0
"2002-2004","S01002310","35 And Over","Count",0
"2006-2008","S01002310","35 And Over","Count",2
"2004-2006","S01002310","35 And Over","Count",0
"2005-2007","S01002310","19 And Under","Count",1
"2010-2012","S01002310","35 And Over","Count",2
"2003-2005","S01002310","35 And Over","Count",0
"2004-2006","S01002310","All","Count",5
"2006-2008","S01002310","19 And Under","Count",3
"2011-2013","S01002310","All","Count",17
"2007-2009","S01002310","35 And Over","Count",3
"2001-2003","S01002310","35 And Over","Count",0
"2005-2007","S01002310","All","Count",8
"2007-2009","S01002310","19 And Under","Count",3
"2008-2010","S01002310","19 And Under","Count",2
"2010-2012","S01002310","All","Count",21
"2009-2011","S01002310","19 And Under","Count",1
"2002-2004","S01002310","All","Count",7
"2009-2011","S01002310","All","Count",22
"2010-2012","S01002310","19 And Under","Count",1
"2000-2002","S01002310","19 And Under","Count",3
"2000-2002","S01002310","All","Count",12
"2011-2013","S01002310","19 And Under","Count",2
"2008-2010","S01002310","All","Count",25
"2001-2003","S01002310","19 And Under","Ratio",30
"2002-2004","S01002310","19 And Under","Ratio","28.57"
"2003-2005","S01002310","19 And Under","Ratio",0
"2004-2006","S01002310","19 And Under","Ratio",0
"2005-2007","S01002310","19 And Under","Ratio","12.5"
"2006-2008","S01002310","19 And Under","Ratio","16.67"
"2007-2009","S01002310","19 And Under","Ratio","13.04"
"2008-2010","S01002310","19 And Under","Ratio",8
"2009-2011","S01002310","19 And Under","Ratio","4.55"
"2010-2012","S01002310","19 And Under","Ratio","4.76"
"2000-2002","S01002310","19 And Under","Ratio",25
"2011-2013","S01002310","19 And Under","Ratio","11.76"
"2003-2005","S01002310","35 And Over","Ratio",0
"2008-2010","S01002310","35 And Over","Ratio",16
"2009-2011","S01002310","35 And Over","Ratio","13.64"
"2002-2004","S01002310","35 And Over","Ratio",0
"2000-2002","S01002310","35 And Over","Ratio",0
"2004-2006","S01002310","35 And Over","Ratio",0
"2005-2007","S01002310","35 And Over","Ratio",0
"2001-2003","S01002310","35 And Over","Ratio",0
"2006-2008","S01002310","35 And Over","Ratio","11.11"
"2007-2009","S01002310","35 And Over","Ratio","13.04"
"2011-2013","S01002310","35 And Over","Ratio","5.88"
"2010-2012","S01002310","35 And Over","Ratio","9.52"
"2008-2010","S01002311","35 And Over","Count",2
"2003-2005","S01002311","All","Count",7
"2000-2002","S01002311","35 And Over","Count",1
"2001-2003","S01002311","19 And Under","Count",0
"2007-2009","S01002311","All","Count",11
"2002-2004","S01002311","19 And Under","Count",0
"2009-2011","S01002311","35 And Over","Count",2
"2011-2013","S01002311","35 And Over","Count",2
"2001-2003","S01002311","All","Count",12
"2003-2005","S01002311","19 And Under","Count",0
"2006-2008","S01002311","All","Count",10
"2004-2006","S01002311","19 And Under","Count",0
"2005-2007","S01002311","35 And Over","Count",1
"2002-2004","S01002311","35 And Over","Count",0
"2006-2008","S01002311","35 And Over","Count",1
"2004-2006","S01002311","35 And Over","Count",0
"2005-2007","S01002311","19 And Under","Count",0
"2010-2012","S01002311","35 And Over","Count",2
"2003-2005","S01002311","35 And Over","Count",0
"2004-2006","S01002311","All","Count",6
"2006-2008","S01002311","19 And Under","Count",0
"2011-2013","S01002311","All","Count",7
"2007-2009","S01002311","35 And Over","Count",2
"2001-2003","S01002311","35 And Over","Count",0
"2005-2007","S01002311","All","Count",7
"2007-2009","S01002311","19 And Under","Count",0
"2008-2010","S01002311","19 And Under","Count",0
"2010-2012","S01002311","All","Count",6
"2009-2011","S01002311","19 And Under","Count",0
"2002-2004","S01002311","All","Count",10
"2009-2011","S01002311","All","Count",8
"2010-2012","S01002311","19 And Under","Count",0
"2000-2002","S01002311","19 And Under","Count",0
"2000-2002","S01002311","All","Count",10
"2011-2013","S01002311","19 And Under","Count",0
"2008-2010","S01002311","All","Count",9
"2001-2003","S01002311","19 And Under","Ratio",0
"2002-2004","S01002311","19 And Under","Ratio",0
"2003-2005","S01002311","19 And Under","Ratio",0
"2004-2006","S01002311","19 And Under","Ratio",0
"2005-2007","S01002311","19 And Under","Ratio",0
"2006-2008","S01002311","19 And Under","Ratio",0
"2007-2009","S01002311","19 And Under","Ratio",0
"2008-2010","S01002311","19 And Under","Ratio",0
"2009-2011","S01002311","19 And Under","Ratio",0
"2010-2012","S01002311","19 And Under","Ratio",0
"2000-2002","S01002311","19 And Under","Ratio",0
"2011-2013","S01002311","19 And Under","Ratio",0
"2003-2005","S01002311","35 And Over","Ratio",0
"2008-2010","S01002311","35 And Over","Ratio","22.22"
"2009-2011","S01002311","35 And Over","Ratio",25
"2002-2004","S01002311","35 And Over","Ratio",0
"2000-2002","S01002311","35 And Over","Ratio",10
"2004-2006","S01002311","35 And Over","Ratio",0
"2005-2007","S01002311","35 And Over","Ratio","14.29"
"2001-2003","S01002311","35 And Over","Ratio",0
"2006-2008","S01002311","35 And Over","Ratio",10
"2007-2009","S01002311","35 And Over","Ratio","18.18"
"2011-2013","S01002311","35 And Over","Ratio","28.57"
"2010-2012","S01002311","35 And Over","Ratio","33.33"
"2008-2010","S01002312","35 And Over","Count",0
"2003-2005","S01002312","All","Count",17
"2000-2002","S01002312","35 And Over","Count",0
"2001-2003","S01002312","19 And Under","Count",6
"2007-2009","S01002312","All","Count",13
"2002-2004","S01002312","19 And Under","Count",6
"2009-2011","S01002312","35 And Over","Count",0
"2011-2013","S01002312","35 And Over","Count",1
"2001-2003","S01002312","All","Count",14
"2003-2005","S01002312","19 And Under","Count",4
"2006-2008","S01002312","All","Count",11
"2004-2006","S01002312","19 And Under","Count",1
"2005-2007","S01002312","35 And Over","Count",1
"2002-2004","S01002312","35 And Over","Count",0
"2006-2008","S01002312","35 And Over","Count",0
"2004-2006","S01002312","35 And Over","Count",1
"2005-2007","S01002312","19 And Under","Count",3
"2010-2012","S01002312","35 And Over","Count",1
"2003-2005","S01002312","35 And Over","Count",1
"2004-2006","S01002312","All","Count",13
"2006-2008","S01002312","19 And Under","Count",3
"2011-2013","S01002312","All","Count",11
"2007-2009","S01002312","35 And Over","Count",0
"2001-2003","S01002312","35 And Over","Count",0
"2005-2007","S01002312","All","Count",14
"2007-2009","S01002312","19 And Under","Count",4
"2008-2010","S01002312","19 And Under","Count",3
"2010-2012","S01002312","All","Count",15
"2009-2011","S01002312","19 And Under","Count",2
"2002-2004","S01002312","All","Count",15
"2009-2011","S01002312","All","Count",12
"2010-2012","S01002312","19 And Under","Count",3
"2000-2002","S01002312","19 And Under","Count",3
"2000-2002","S01002312","All","Count",11
"2011-2013","S01002312","19 And Under","Count",2
"2008-2010","S01002312","All","Count",15
"2001-2003","S01002312","19 And Under","Ratio","42.86"
"2002-2004","S01002312","19 And Under","Ratio",40
"2003-2005","S01002312","19 And Under","Ratio","23.53"
"2004-2006","S01002312","19 And Under","Ratio","7.69"
"2005-2007","S01002312","19 And Under","Ratio","21.43"
"2006-2008","S01002312","19 And Under","Ratio","27.27"
"2007-2009","S01002312","19 And Under","Ratio","30.77"
"2008-2010","S01002312","19 And Under","Ratio",20
"2009-2011","S01002312","19 And Under","Ratio","16.67"
"2010-2012","S01002312","19 And Under","Ratio",20
"2000-2002","S01002312","19 And Under","Ratio","27.27"
"2011-2013","S01002312","19 And Under","Ratio","18.18"
"2003-2005","S01002312","35 And Over","Ratio","5.88"
"2008-2010","S01002312","35 And Over","Ratio",0
"2009-2011","S01002312","35 And Over","Ratio",0
"2002-2004","S01002312","35 And Over","Ratio",0
"2000-2002","S01002312","35 And Over","Ratio",0
"2004-2006","S01002312","35 And Over","Ratio","7.69"
"2005-2007","S01002312","35 And Over","Ratio","7.14"
"2001-2003","S01002312","35 And Over","Ratio",0
"2006-2008","S01002312","35 And Over","Ratio",0
"2007-2009","S01002312","35 And Over","Ratio",0
"2011-2013","S01002312","35 And Over","Ratio","9.09"
"2010-2012","S01002312","35 And Over","Ratio","6.67"
"2008-2010","S01002313","35 And Over","Count",2
"2003-2005","S01002313","All","Count",15
"2000-2002","S01002313","35 And Over","Count",7
"2001-2003","S01002313","19 And Under","Count",0
"2007-2009","S01002313","All","Count",12
"2002-2004","S01002313","19 And Under","Count",0
"2009-2011","S01002313","35 And Over","Count",2
"2011-2013","S01002313","35 And Over","Count",2
"2001-2003","S01002313","All","Count",17
"2003-2005","S01002313","19 And Under","Count",0
"2006-2008","S01002313","All","Count",15
"2004-2006","S01002313","19 And Under","Count",0
"2005-2007","S01002313","35 And Over","Count",0
"2002-2004","S01002313","35 And Over","Count",5
"2006-2008","S01002313","35 And Over","Count",1
"2004-2006","S01002313","35 And Over","Count",2
"2005-2007","S01002313","19 And Under","Count",0
"2010-2012","S01002313","35 And Over","Count",3
"2003-2005","S01002313","35 And Over","Count",3
"2004-2006","S01002313","All","Count",13
"2006-2008","S01002313","19 And Under","Count",1
"2011-2013","S01002313","All","Count",4
"2007-2009","S01002313","35 And Over","Count",1
"2001-2003","S01002313","35 And Over","Count",6
"2005-2007","S01002313","All","Count",9
"2007-2009","S01002313","19 And Under","Count",1
"2008-2010","S01002313","19 And Under","Count",1
"2010-2012","S01002313","All","Count",4
"2009-2011","S01002313","19 And Under","Count",0
"2002-2004","S01002313","All","Count",18
"2009-2011","S01002313","All","Count",3
"2010-2012","S01002313","19 And Under","Count",0
"2000-2002","S01002313","19 And Under","Count",0
"2000-2002","S01002313","All","Count",16
"2011-2013","S01002313","19 And Under","Count",0
"2008-2010","S01002313","All","Count",11
"2001-2003","S01002313","19 And Under","Ratio",0
"2002-2004","S01002313","19 And Under","Ratio",0
"2003-2005","S01002313","19 And Under","Ratio",0
"2004-2006","S01002313","19 And Under","Ratio",0
"2005-2007","S01002313","19 And Under","Ratio",0
"2006-2008","S01002313","19 And Under","Ratio","6.67"
"2007-2009","S01002313","19 And Under","Ratio","8.33"
"2008-2010","S01002313","19 And Under","Ratio","9.09"
"2009-2011","S01002313","19 And Under","Ratio",0
"2010-2012","S01002313","19 And Under","Ratio",0
"2000-2002","S01002313","19 And Under","Ratio",0
"2011-2013","S01002313","19 And Under","Ratio",0
"2003-2005","S01002313","35 And Over","Ratio",20
"2008-2010","S01002313","35 And Over","Ratio","18.18"
"2009-2011","S01002313","35 And Over","Ratio","66.67"
"2002-2004","S01002313","35 And Over","Ratio","27.78"
"2000-2002","S01002313","35 And Over","Ratio","43.75"
"2004-2006","S01002313","35 And Over","Ratio","15.38"
"2005-2007","S01002313","35 And Over","Ratio",0
"2001-2003","S01002313","35 And Over","Ratio","35.29"
"2006-2008","S01002313","35 And Over","Ratio","6.67"
"2007-2009","S01002313","35 And Over","Ratio","8.33"
"2011-2013","S01002313","35 And Over","Ratio",50
"2010-2012","S01002313","35 And Over","Ratio",75
"2008-2010","S01002314","35 And Over","Count",2
"2003-2005","S01002314","All","Count",12
"2000-2002","S01002314","35 And Over","Count",2
"2001-2003","S01002314","19 And Under","Count",0
"2007-2009","S01002314","All","Count",19
"2002-2004","S01002314","19 And Under","Count",0
"2009-2011","S01002314","35 And Over","Count",1
"2011-2013","S01002314","35 And Over","Count",0
"2001-2003","S01002314","All","Count",11
"2003-2005","S01002314","19 And Under","Count",0
"2006-2008","S01002314","All","Count",17
"2004-2006","S01002314","19 And Under","Count",0
"2005-2007","S01002314","35 And Over","Count",2
"2002-2004","S01002314","35 And Over","Count",3
"2006-2008","S01002314","35 And Over","Count",3
"2004-2006","S01002314","35 And Over","Count",2
"2005-2007","S01002314","19 And Under","Count",0
"2010-2012","S01002314","35 And Over","Count",0
"2003-2005","S01002314","35 And Over","Count",2
"2004-2006","S01002314","All","Count",16
"2006-2008","S01002314","19 And Under","Count",0
"2011-2013","S01002314","All","Count",8
"2007-2009","S01002314","35 And Over","Count",4
"2001-2003","S01002314","35 And Over","Count",1
"2005-2007","S01002314","All","Count",15
"2007-2009","S01002314","19 And Under","Count",0
"2008-2010","S01002314","19 And Under","Count",0
"2010-2012","S01002314","All","Count",10
"2009-2011","S01002314","19 And Under","Count",0
